# Wordlist

# DATA
ID	ID	ALIGNMENT	COGIDS	CONCEPT	DOCULECT	FORM	SPANISH	TOKENS	VALUE	BORROWING	NOTE	SOURCE
169		n a j a	939	DESIDERATIVE	Apurimac	naya		n a j a	naya			camacho2006
341		n a j a	939	DESIDERATIVE	Azuay	naya		n a j a	naya			cordero1955
423		n a j a	939	DESIDERATIVE	Cacra-Hongos	naya		n a j a	naya			shimelman2017
531		n a - -	939	DESIDERATIVE	Cajamarca	na		n a	na			quesada2006
593		n a j a	939	DESIDERATIVE	Chachapoyas	naya		n a j a	naya			taylor1979
725		n a j a	939	DESIDERATIVE	Cuzco	naya		n a j a	naya			cusihuaman1976
911		n aː - -	939	DESIDERATIVE	Huallaga	naː		n aː	naː			weber1996
1021		n aː	939	DESIDERATIVE	Huanca	naa		n aː	naa			cerron1976
1118		n a j a	939	DESIDERATIVE	Huangascar	naya		n a j a	naya			shimelman2017
1232		n aː - -	939	DESIDERATIVE	HuarazHuailas	naa		n aː	naa			parker1976
1299		n a j a	939	DESIDERATIVE	Inga	naya		n a j a	naya			tandioy1978
1370		n a - -	939	DESIDERATIVE	Laraos	na		n a	na			taylor1990
1436		n a j a	939	DESIDERATIVE	Lincha-Tana	naya		n a j a	naya			shimelman2017
1550		n aː	939	DESIDERATIVE	Pacaraos	naa		n aː	naa			adelaar1987
1624		n a j a	939	DESIDERATIVE	Pastaza	naya		n a j a	naya			landerman1973
1687		n a j a	939	DESIDERATIVE	SanMartin	naya		n a j a	naya			coombs1976
1762		n a j a	939	DESIDERATIVE	SanPedro	naya		n a j a	naya			shimelman2017
1883		n a: - -	939	DESIDERATIVE	Santiagueno	naa		n a:	naa			juanatey2020
1971		n a - -	939	DESIDERATIVE	Tarma	na		n a	na			adelaar1977
2057		n a	939	DESIDERATIVE	Ferrenafe	na		n a				taylor1982
2188		n a j a	939	DESIDERATIVE	Imbabura	naya		n a j a				cole1985
#
831		ɾ p u	1000	DIRECTIONAL DOWN	Ferrenafe	rpu		ɾ p u	rpu			taylor1982
914		ʐ p u	1000	DIRECTIONAL DOWN	Huallaga	rpu		ʐ p u	rpu			weber1996
1025		l p u	1000	DIRECTIONAL DOWN	Huanca	lpu		l p u	lpu			cerron1976
1234		ɾ p u	1000	DIRECTIONAL DOWN	HuarazHuailas	rpu		ɾ p u	rpu			parker1976
1553		ɾ p u	1000	DIRECTIONAL DOWN	Pacaraos	rpu		ɾ p u	rpu			adelaar1987
1973		ɾ p u	1000	DIRECTIONAL DOWN	Tarma	rpu		ɾ p u	rpu			adelaar1977
#
829		- j k u	1007	DIRECTIONAL INSIDE	Ferrenafe	yku		j k u	yku			taylor1982
912		j - k u	1007	DIRECTIONAL INSIDE	Huallaga	yku		j k u	yku			weber1996
1023		j - k u	1007	DIRECTIONAL INSIDE	Huanca	yku		j k u	yku		acción dinamica? antes: direcional	cerron1976
1233		j - k u	1007	DIRECTIONAL INSIDE	HuarazHuailas	ykU		j k u	ykU			parker1976
1551		- j k u	1007	DIRECTIONAL INSIDE	Pacaraos	yku		j k u	yku		o hacia lugar indicado	adelaar1987
1972		j - - u	1007	DIRECTIONAL INSIDE	Tarma	yu		j u	yu			adelaar1977
#
830		ɾ q u	1014	DIRECTIONAL OUTSIDE	Ferrenafe	rqu		ɾ q u	rqu			taylor1982
913		ʐ q u	1014	DIRECTIONAL OUTSIDE	Huallaga	rqu		ʐ q u	rqu			weber1996
1024		q l u	1014	DIRECTIONAL OUTSIDE	Huanca	qlu		q l u	qlu		losing its meaning; now: educational, emphatic	cerron1976
1552		ɾ q u	1014	DIRECTIONAL OUTSIDE	Pacaraos	rqu		ɾ q u	rqu			adelaar1987
2066		r q u	1014	DIRECTIONAL OUTSIDE	Laraos	rqu		r q u				taylor1990
#
832		ɾ k u	993	DIRECTIONAL UP	Ferrenafe	rku		ɾ k u	rku			taylor1982
915		ʐ k u	993	DIRECTIONAL UP	Huallaga	rku		ʐ k u	rku		También ‘en seguida’	weber1996
1026		l k u	993	DIRECTIONAL UP	Huanca	lku		l k u	lku			cerron1976
1235		ɾ k u	993	DIRECTIONAL UP	HuarazHuailas	rku		ɾ k u	rku			parker1976
1554		ɾ k u	993	DIRECTIONAL UP	Pacaraos	rku		ɾ k u	rku		acción realizada en interés social	adelaar1987
1974		ɾ k u	993	DIRECTIONAL UP	Tarma	rku		ɾ k u	rku			adelaar1977
#
40		ɲ a	1019	DISCONTINUATIVE	Apuri	ña		ɲ a	ña			shimelman2017
217		ɲ a	1019	DISCONTINUATIVE	Apurimac	ña		ɲ a	ña			camacho2006
312		ɲ a	1019	DISCONTINUATIVE	Ayacucho	ña		ɲ a	ña			parker1969
426		ɲ a	1019	DISCONTINUATIVE	Cacra-Hongos	ña		ɲ a	ña			shimelman2017
690		ɲ a	1019	DISCONTINUATIVE	Chimborazo	ña		ɲ a	ña			beukema1975
727		ɲ a	1019	DISCONTINUATIVE	Cuzco	ña		ɲ a	ña			cusihuaman1976
1081		ɲ a	1019	DISCONTINUATIVE	Huanca	ña		ɲ a	ña			cerron1976
1121		ɲ a	1019	DISCONTINUATIVE	Huangascar	ña		ɲ a	ña			shimelman2017
1371		ɲ a	1019	DISCONTINUATIVE	Laraos	ña		ɲ a	ña			taylor1990
1439		ɲ a	1019	DISCONTINUATIVE	Lincha-Tana	ña		ɲ a	ña			shimelman2017
1658		ɲ a	1019	DISCONTINUATIVE	Pastaza	ña		ɲ a	ña			landerman1973
1765		ɲ a	1019	DISCONTINUATIVE	SanPedro	ña		ɲ a	ña			shimelman2017
2121		ɲ a	1019	DISCONTINUATIVE	Chachapoyas	ña		ɲ a				taylor1979
2190		ŋ a	1019	DISCONTINUATIVE	Imbabura	ña		ŋ a				cole1985
#
42		tʃ ai - -	1036	DISTAL DEMONSTRATIVE	Apuri	chay		tʃ ai	chay			shimelman2017
171		tʃ ai	1036	DISTAL DEMONSTRATIVE	Apurimac	chay		tʃ ai	chay			camacho2006
428		tʃ ai	1036	DISTAL DEMONSTRATIVE	Cacra-Hongos	chay		tʃ ai	chay			shimelman2017
656		tʃ ai	1036	DISTAL DEMONSTRATIVE	Chimborazo	cay		tʃ ai	cay			beukema1975
916		tʃ ai	1036	DISTAL DEMONSTRATIVE	Huallaga	čay		tʃ ai	čay			weber1996
1123		tʃ ai	1036	DISTAL DEMONSTRATIVE	Huangascar	chay		tʃ ai	chay			shimelman2017
1441		tʃ ai	1036	DISTAL DEMONSTRATIVE	Lincha-Tana	chay		tʃ ai	chay			shimelman2017
1767		tʃ ai	1036	DISTAL DEMONSTRATIVE	SanPedro	chay		tʃ ai	chay			shimelman2017
2039		tʃ ai	1036	DISTAL DEMONSTRATIVE	Ayacucho	chay		tʃ ai				parker1969
2043		tʃ ai	1036	DISTAL DEMONSTRATIVE	Azuay	chay		tʃ ai				cordero1955
2102		tʃ ai	1036	DISTAL DEMONSTRATIVE	Cajamarca	chay		tʃ ai				quesada2006
2123		tʃ ai	1036	DISTAL DEMONSTRATIVE	Huanca	chay		tʃ ai				cerron1976
2129		tʃ ai	1036	DISTAL DEMONSTRATIVE	Tarma	chay		tʃ ai				adelaar1977
2147		tʃ ai	1036	DISTAL DEMONSTRATIVE	SanMartin	chay		tʃ ai				coombs1976
2217		tʃ ai	1036	DISTAL DEMONSTRATIVE	Imbabura	chay		tʃ ai				cole1985
2251		ts ai	1036	DISTAL DEMONSTRATIVE	HuarazHuailas	tsay		ts ai				parker1976
2274		tʃ ai	1036	DISTAL DEMONSTRATIVE	Cuzco	chay		tʃ ai				cusihuaman1976
2296		tʃ ai	1036	DISTAL DEMONSTRATIVE	Pastaza	chay		tʃ ai	chay			landerman1973
#
46		a ɾ i	1095	EMPHATIC	Apuri	ari		a ɾ i	ari			shimelman2017
175		a r i	1095	EMPHATIC	Apurimac	ari		a r i	ari			camacho2006
432		a l i	1095	EMPHATIC	Cacra-Hongos	ali		a l i	ali			shimelman2017
533		- ɾ i	1095	EMPHATIC	Cajamarca	ri		ɾ i	ri			quesada2006
658		a r i	1095	EMPHATIC	Chimborazo	ari		a r i	ari			beukema1975
773		ɾ i	1095	EMPHATIC	Cuzco	ri		ɾ i	ri			cusihuaman1976
834		- ɾ i	1095	EMPHATIC	Ferrenafe	ri		ɾ i	ri			taylor1982
921		a r i	1095	EMPHATIC	Huallaga	ari		a r i	kiki, ari			weber1996
1029		a l i	1095	EMPHATIC	Huanca	ali		a l i	ali		some unexpected pluralizing semantics?	cerron1976
1033		a ɾ i	1095	EMPHATIC	Huanca	ari		a ɾ i	ari		confirmar y subrayas la afirmación o negación	cerron1976
1127		a ɾ i	1095	EMPHATIC	Huangascar	ari		a ɾ i	ari			shimelman2017
1237		- ɾ i	1095	EMPHATIC	HuarazHuailas	rI		ɾ i	rI			parker1976
1373		a ɾ i	1095	EMPHATIC	Laraos	ari		a ɾ i	ari			taylor1990
1374		- ɾ i	1095	EMPHATIC	Laraos	ri		ɾ i	ri			taylor1990
1445		a ɾ i	1095	EMPHATIC	Lincha-Tana	ari		a ɾ i	ari			shimelman2017
1771		a ɾ i	1095	EMPHATIC	SanPedro	ari		a ɾ i	ari			shimelman2017
1977		- ɾ i	1095	EMPHATIC	Tarma	ri		ɾ i	ri			adelaar1977
2194		r i	1095	EMPHATIC	Imbabura	ri		r i			also vowel shift of preceding element to /a/	cole1985
#
48		ʈ i - -	18	EVIDENTIAL CONJECTURAL	Apuri	tri		ʈ i	tri,tr			shimelman2017
49		ʈ - - -	18	EVIDENTIAL CONJECTURAL	Apuri	tr		ʈ	tri,tr			shimelman2017
176		tʃ a - -	18	EVIDENTIAL CONJECTURAL	Apurimac	cha		tʃ a	cha			camacho2006
272		tʃ a - -	18	EVIDENTIAL CONJECTURAL	Ayacucho	ča		tʃ a	č, ča			parker1969
350		tʃ a ɾ -	19	EVIDENTIAL CONJECTURAL	Azuay	char		tʃ a ɾ	char			cordero1955
434		ʈ i - -	18	EVIDENTIAL CONJECTURAL	Cacra-Hongos	tri		ʈ i	tri,tr			shimelman2017
435		ʈ - - -	18	EVIDENTIAL CONJECTURAL	Cacra-Hongos	tr		ʈ	tri,tr			shimelman2017
534		tʃ i - -	18	EVIDENTIAL CONJECTURAL	Cajamarca	chi		tʃ i	chi			quesada2006
595		tʃ a - -	18	EVIDENTIAL CONJECTURAL	Chachapoyas	ča		tʃ a	ča			taylor1979
659		tʃ a r i	19	EVIDENTIAL CONJECTURAL	Chimborazo	cari		tʃ a r i	cari		'Unconfirmed opinion'. Fusion of cu + ri. bacuk + cari, lamb + Unc, 'it must be the lamb'.	beukema1975
733		tʃ a - -	18	EVIDENTIAL CONJECTURAL	Cuzco	cha		tʃ a	cha			cusihuaman1976
923		tʃ i - -	18	EVIDENTIAL CONJECTURAL	Huallaga	či		tʃ i	či			weber1996
1031		ʈʂ a - -	18	EVIDENTIAL CONJECTURAL	Huanca	tra		ʈʂ a	tra			cerron1976
1129		ʈ i - -	18	EVIDENTIAL CONJECTURAL	Huangascar	tri		ʈ i	tri,tr			shimelman2017
1130		ʈ - - -	18	EVIDENTIAL CONJECTURAL	Huangascar	tr		ʈ	tri,tr			shimelman2017
1308		tʃ a r -	19	EVIDENTIAL CONJECTURAL	Inga	char		tʃ a r	char			tandioy1978
1375		ʈʂ i - -	18	EVIDENTIAL CONJECTURAL	Laraos	ĉi		ʈʂ i	ĉi			taylor1990
1447		ʈ i - -	18	EVIDENTIAL CONJECTURAL	Lincha-Tana	tri		ʈ i	tri,tr			shimelman2017
1448		ʈ - - -	18	EVIDENTIAL CONJECTURAL	Lincha-Tana	tr		ʈ	tri,tr			shimelman2017
1691		tʃ a - -	18	EVIDENTIAL CONJECTURAL	SanMartin	cha		tʃ a	cha			coombs1976
1773		ʈ i - -	18	EVIDENTIAL CONJECTURAL	SanPedro	tri		ʈ i	tri,tr			shimelman2017
1774		ʈ - - -	18	EVIDENTIAL CONJECTURAL	SanPedro	tr		ʈ	tri,tr			shimelman2017
1893		tʃ a - -	18	EVIDENTIAL CONJECTURAL	Santiagueno	cha		tʃ a	cha			alderetes2001
1979		tʃ i - -	18	EVIDENTIAL CONJECTURAL	Tarma	chi		tʃ i	chi			adelaar1977
2084		tʂ i	18	EVIDENTIAL CONJECTURAL	Pacaraos	tri		tʂ i				adelaar1987
2195		tʃ a	18	EVIDENTIAL CONJECTURAL	Imbabura	chá		tʃ a				cole1985
2231		tʃ aː	18	EVIDENTIAL CONJECTURAL	HuarazHuailas	chaa		tʃ aː				parker1976
#
50		m i	1157	EVIDENTIAL DIRECT	Apuri	mi		m i	mi,m			shimelman2017
51		m -	1157	EVIDENTIAL DIRECT	Apuri	m		m	mi,m			shimelman2017
177		m i	1157	EVIDENTIAL DIRECT	Apurimac	mi		m i	mi			camacho2006
273		m i	1157	EVIDENTIAL DIRECT	Ayacucho	mi		m i	mi			parker1969
351		m i	1157	EVIDENTIAL DIRECT	Azuay	mi		m i	mi			cordero1955
436		m i	1157	EVIDENTIAL DIRECT	Cacra-Hongos	mi		m i	mi,m			shimelman2017
437		m -	1157	EVIDENTIAL DIRECT	Cacra-Hongos	m		m	mi,m			shimelman2017
535		m i	1157	EVIDENTIAL DIRECT	Cajamarca	mi		m i	mi			quesada2006
596		m i	1157	EVIDENTIAL DIRECT	Chachapoyas	mi		m i	mi			taylor1979
660		m i	1157	EVIDENTIAL DIRECT	Chimborazo	mi		m i	mi			beukema1975
734		m i	1157	EVIDENTIAL DIRECT	Cuzco	mi		m i	mi			cusihuaman1976
835		m i	1157	EVIDENTIAL DIRECT	Ferrenafe	mi		m i	mi			taylor1982
924		m i	1157	EVIDENTIAL DIRECT	Huallaga	mi		m i	mi			weber1996
1032		m i	1157	EVIDENTIAL DIRECT	Huanca	mi		m i	mi			cerron1976
1131		m i	1157	EVIDENTIAL DIRECT	Huangascar	mi		m i	mi,m			shimelman2017
1132		m -	1157	EVIDENTIAL DIRECT	Huangascar	m		m	mi,m			shimelman2017
1309		m i	1157	EVIDENTIAL DIRECT	Inga	mi		m i	mi			tandioy1978
1376		m i	1157	EVIDENTIAL DIRECT	Laraos	mi		m i	mi			taylor1990
1449		m i	1157	EVIDENTIAL DIRECT	Lincha-Tana	mi		m i	mi,m			shimelman2017
1450		m -	1157	EVIDENTIAL DIRECT	Lincha-Tana	m		m	mi,m			shimelman2017
1627		m i	1157	EVIDENTIAL DIRECT	Pastaza	mi		m i	mi			landerman1973
1692		m i	1157	EVIDENTIAL DIRECT	SanMartin	mi		m i	mi			coombs1976
1775		m i	1157	EVIDENTIAL DIRECT	SanPedro	mi		m i	mi,m			shimelman2017
1776		m -	1157	EVIDENTIAL DIRECT	SanPedro	m		m	mi,m			shimelman2017
1894		m i	1157	EVIDENTIAL DIRECT	Santiagueno	mi		m i	mi			juanatey2020
1980		m i	1157	EVIDENTIAL DIRECT	Tarma	mi		m i	mi			adelaar1977
2083		m i	1157	EVIDENTIAL DIRECT	Pacaraos	mi		m i				adelaar1987
2196		m i	1157	EVIDENTIAL DIRECT	Imbabura	mi		m i				cole1985
2230		m i	1157	EVIDENTIAL DIRECT	HuarazHuailas	mI		m i				parker1976
#
54		ʃ - i	1198	EVIDENTIAL REPORTATIVE	Apuri	shi		ʃ i	shi,sh			shimelman2017
55		ʃ - -	1198	EVIDENTIAL REPORTATIVE	Apuri	sh		ʃ	shi,sh			shimelman2017
274		s - -	1198	EVIDENTIAL REPORTATIVE	Ayacucho	s		s	s, si			parker1969
275		s - i	1198	EVIDENTIAL REPORTATIVE	Ayacucho	si		s i	s, si			parker1969
352		s - i	1198	EVIDENTIAL REPORTATIVE	Azuay	si		s i	si			cordero1955
440		ʃ - i	1198	EVIDENTIAL REPORTATIVE	Cacra-Hongos	shi		ʃ i	shi,sh			shimelman2017
441		ʃ - -	1198	EVIDENTIAL REPORTATIVE	Cacra-Hongos	sh		ʃ	shi,sh			shimelman2017
536		ʃ - i	1198	EVIDENTIAL REPORTATIVE	Cajamarca	shi		ʃ i	shi			quesada2006
597		ʃ - i	1198	EVIDENTIAL REPORTATIVE	Chachapoyas	ši		ʃ i	ši			taylor1979
661		ʃ - i	1198	EVIDENTIAL REPORTATIVE	Chimborazo	ši		ʃ i	ši			beukema1975
735		s - i	1198	EVIDENTIAL REPORTATIVE	Cuzco	si		s i	si, s			cusihuaman1976
736		s - -	1198	EVIDENTIAL REPORTATIVE	Cuzco	s		s	si, s			cusihuaman1976
836		ç i	1198	EVIDENTIAL REPORTATIVE	Ferrenafe	shi		ç i	shi		citativo	taylor1982
925		ʃ - i	1198	EVIDENTIAL REPORTATIVE	Huallaga	ši		ʃ i	ši			weber1996
1034		ʃ - i	1198	EVIDENTIAL REPORTATIVE	Huanca	shi		ʃ i	shi			cerron1976
1135		ʃ - i	1198	EVIDENTIAL REPORTATIVE	Huangascar	shi		ʃ i	shi,sh			shimelman2017
1136		ʃ - -	1198	EVIDENTIAL REPORTATIVE	Huangascar	sh		ʃ	shi,sh			shimelman2017
1310		s - i	1198	EVIDENTIAL REPORTATIVE	Inga	si		s i	si			tandioy1978
1377		s - i	1198	EVIDENTIAL REPORTATIVE	Laraos	si		s i	si			taylor1990
1453		ʃ - i	1198	EVIDENTIAL REPORTATIVE	Lincha-Tana	shi		ʃ i	shi,sh			shimelman2017
1454		ʃ - -	1198	EVIDENTIAL REPORTATIVE	Lincha-Tana	sh		ʃ	shi,sh			shimelman2017
1628		ʃ - i	1198	EVIDENTIAL REPORTATIVE	Pastaza	shi		ʃ i	shi			landerman1973
1693		ʃ - i	1198	EVIDENTIAL REPORTATIVE	SanMartin	shi		ʃ i	shi			coombs1976
1779		ʃ - i	1198	EVIDENTIAL REPORTATIVE	SanPedro	shi		ʃ i	shi,sh			shimelman2017
1780		ʃ - -	1198	EVIDENTIAL REPORTATIVE	SanPedro	sh		ʃ	shi,sh			shimelman2017
1895		s - i	1198	EVIDENTIAL REPORTATIVE	Santiagueno	si		s i	si			juanatey2020
1981		s - i	1198	EVIDENTIAL REPORTATIVE	Tarma	si		s i	si			adelaar1977
2082		ʃ i	1198	EVIDENTIAL REPORTATIVE	Pacaraos	shi		ʃ i				adelaar1987
2197		ʃ i	1198	EVIDENTIAL REPORTATIVE	Imbabura	shi		ʃ i				cole1985
2229		ʃ i	1198	EVIDENTIAL REPORTATIVE	HuarazHuailas	shi		ʃ i				parker1976
#
60		p u ɾ a	1256	EXCLUSIVE	Apuri	pura		p u ɾ a	pura			shimelman2017
180		p u r a	1256	EXCLUSIVE	Apurimac	pura		p u r a	pura			camacho2006
276		p u ɾ a	1256	EXCLUSIVE	Ayacucho	pura		p u ɾ a	pura		"among houses"	parker1969
446		p u ɾ a	1256	EXCLUSIVE	Cacra-Hongos	pura		p u ɾ a	pura			shimelman2017
537		p u ɾ a	1256	EXCLUSIVE	Cajamarca	pura		p u ɾ a	pura			quesada2006
598		p u r a	1256	EXCLUSIVE	Chachapoyas	pura		p u r a	pura		„only men“	taylor1979
930		p u r a	1256	EXCLUSIVE	Huallaga	pura		p u r a	pura			weber1996
1035		p u l a	1256	EXCLUSIVE	Huanca	pula		p u l a	pula			cerron1976
1141		p u ɾ a	1256	EXCLUSIVE	Huangascar	pura		p u ɾ a	pura			shimelman2017
1459		p u ɾ a	1256	EXCLUSIVE	Lincha-Tana	pura		p u ɾ a	pura			shimelman2017
1694		p u r a	1256	EXCLUSIVE	SanMartin	pura		p u r a	pura		„only men“	coombs1976
1785		p u ɾ a	1256	EXCLUSIVE	SanPedro	pura		p u ɾ a	pura			shimelman2017
1897		p u ɾ a	1256	EXCLUSIVE	Santiagueno	pura		p u ɾ a	pura			juanatey2020
2160		p u r a	1256	EXCLUSIVE	Inga	pura		p u r a				tandioy1978
#
61		tʃ a -	1272	FACTIVE	Apuri	cha		tʃ a	cha			shimelman2017
277		tʃ a -	1272	FACTIVE	Ayacucho	ča		tʃ a	ča		deriving verb	parker1969
447		tʃ a -	1272	FACTIVE	Cacra-Hongos	cha		tʃ a	cha			shimelman2017
538		tʃ a -	1272	FACTIVE	Cajamarca	cha		tʃ a	cha			quesada2006
599		tʃ a -	1272	FACTIVE	Chachapoyas	ča		tʃ a	ča		to make	taylor1979
738		tʃ a -	1272	FACTIVE	Cuzco	cha		tʃ a	cha			cusihuaman1976
931		tʃ a -	1272	FACTIVE	Huallaga	ča		tʃ a	ča		Verbalizador transitivizante. Productividad limitada y semántica impredecible. /hatun-čakU-/ ‘agrandar (por ejemplo, una chacra)’, /maki-čakU-/ ‘robar repetidas veces (robos pequeños)’, /wasi-čakU-/ ‘actuar como dueño de una casa (que pertenece a otro)’	weber1996
934		ʃ a -	1272	FACTIVE	Huallaga	ša		ʃ a	ša			weber1996
1036		tʃ a -	1272	FACTIVE	Huanca	cha		tʃ a	cha			cerron1976
1142		tʃ a -	1272	FACTIVE	Huangascar	cha		tʃ a	cha			shimelman2017
1238		t - -	1272	FACTIVE	HuarazHuailas	t		t	t		'acción completa’	parker1976
1239		ts aː -	1272	FACTIVE	HuarazHuailas	tsaa		ts aː	tsaa			parker1976
1460		tʃ a -	1272	FACTIVE	Lincha-Tana	cha		tʃ a	cha			shimelman2017
1556		s aː	1272	FACTIVE	Pacaraos	saa		s aː	saa			adelaar1987
1695		tʃ a -	1272	FACTIVE	SanMartin	cha		tʃ a	cha		to make	coombs1976
1786		tʃ a -	1272	FACTIVE	SanPedro	cha		tʃ a	cha			shimelman2017
1898		tʃ a -	1272	FACTIVE	Santiagueno	cha		tʃ a	cha			alderetes2001
1983		tʃ a -	1272	FACTIVE	Tarma	cha		tʃ a	cha			adelaar1977
#
62		- k a ʈ a	1295	FREQUENTIVE	Apuri	katra		k a ʈ a	katra			shimelman2017
448		- k a ʈ a	1295	FREQUENTIVE	Cacra-Hongos	katra		k a ʈ a	katra			shimelman2017
539		- k a tʃ a	1295	FREQUENTIVE	Cajamarca	kacha		k a tʃ a	kacha			quesada2006
778		k a tʃ a	1295	FREQUENTIVE	Cuzco	kacha		k a tʃ a	kacha			cusihuaman1976
935		i k a tʃ aː	1295	FREQUENTIVE	Huallaga	ykačaː		i k a tʃ aː	ykačaː,kača/ča			weber1996
936		- k a tʃ a	1295	FREQUENTIVE	Huallaga	kača		k a tʃ a	ykačaː,kača/ča			weber1996
937		- - - tʃ a	1295	FREQUENTIVE	Huallaga	ča		tʃ a	ykačaː,kača/ča			weber1996
1065		ʈʂ a + k u	1295	FREQUENTIVE	Huanca	traku		ʈʂ a + k u	traku			cerron1976
1143		- k a ʈ a	1295	FREQUENTIVE	Huangascar	katra		k a ʈ a	katra			shimelman2017
1242		i k a tʃ aː	1295	FREQUENTIVE	HuarazHuailas	ykachaa		i k a tʃ aː	ykachaa			parker1976
1461		- k a ʈ a	1295	FREQUENTIVE	Lincha-Tana	katra		k a ʈ a	katra			shimelman2017
1787		- k a ʈ a	1295	FREQUENTIVE	SanPedro	katra		k a ʈ a	katra			shimelman2017
1985		i k a tʃ a	1295	FREQUENTIVE	Tarma	ykacha		i k a tʃ a	ykacha			adelaar1977
2092		tʂ aː	1295	FREQUENTIVE	Pacaraos	traa		tʂ aː				adelaar1987
2124		i k a tʃ a	1295	FREQUENTIVE	Huanca	ykatra		i k a tʃ a				cerron1976
#
63		p a -	1315	GENITIVE	Apuri	pa		p a	pa,pi			shimelman2017
64		p i -	1315	GENITIVE	Apuri	pi		p i	pa,pi			shimelman2017
181		p a -	1315	GENITIVE	Apurimac	pa		p a	pa			camacho2006
278		p a -	1315	GENITIVE	Ayacucho	pa		p a	pa			parker1969
354		p a -	1315	GENITIVE	Azuay	pa		p a	pa			cordero1955
449		p a -	1315	GENITIVE	Cacra-Hongos	pa		p a	pa,pi			shimelman2017
450		p i -	1315	GENITIVE	Cacra-Hongos	pi		p i	pa,pi			shimelman2017
540		p a -	1315	GENITIVE	Cajamarca	pa		p a	pa			quesada2006
600		p a -	1315	GENITIVE	Chachapoyas	pa		p a	pa			taylor1979
662		p a k	1315	GENITIVE	Chimborazo	pak		p a k	pak			beukema1975
741		q	1315	GENITIVE	Cuzco	q		q	q; pa		phon. variation of pa	cusihuaman1976
742		p a -	1315	GENITIVE	Cuzco	pa		p a	q; pa			cusihuaman1976
837		p a -	1315	GENITIVE	Ferrenafe	pa		p a	pa			taylor1982
938		p a -	1315	GENITIVE	Huallaga	pa		p a	pa			weber1996
1038		p a -	1315	GENITIVE	Huanca	pa		p a	pa			cerron1976
1144		p a -	1315	GENITIVE	Huangascar	pa		p a	pa,pi			shimelman2017
1145		p i -	1315	GENITIVE	Huangascar	pi		p i	pa,pi			shimelman2017
1241		p a -	1315	GENITIVE	HuarazHuailas	pa		p a	pa			parker1976
1312		p a -	1315	GENITIVE	Inga	pa		p a	pa			tandioy1978
1379		p i -	1315	GENITIVE	Laraos	pi		p i	pi			taylor1990
1462		p a -	1315	GENITIVE	Lincha-Tana	pa		p a	pa,pi			shimelman2017
1463		p i -	1315	GENITIVE	Lincha-Tana	pi		p i	pa,pi			shimelman2017
1630		p a -	1315	GENITIVE	Pastaza	pa		p a	pa			landerman1973
1697		p a -	1315	GENITIVE	SanMartin	pa		p a	pa			coombs1976
1788		p a -	1315	GENITIVE	SanPedro	pa		p a	pa,pi			shimelman2017
1789		p i -	1315	GENITIVE	SanPedro	pi		p i	pa,pi			shimelman2017
1900		p - -	1315	GENITIVE	Santiagueno	p		p	p,pa			juanatey2020
1901		p a -	1315	GENITIVE	Santiagueno	pa		p a	p,pa			juanatey2020
1984		p a -	1315	GENITIVE	Tarma	pa		p a	pa			adelaar1977
2080		p a	1315	GENITIVE	Pacaraos	pa		p a				adelaar1987
#
65		i - -	1362	IMPERATIVE	Apuri	y		i	y			shimelman2017
279		i - -	1362	IMPERATIVE	Ayacucho	y		i	y			parker1969
355		i - -	1362	IMPERATIVE	Azuay	y		i	y, ychi			cordero1955
451		i - -	1362	IMPERATIVE	Cacra-Hongos	y		i	y			shimelman2017
542		i - -	1362	IMPERATIVE	Cajamarca	y		i	y			quesada2006
601		i - -	1362	IMPERATIVE	Chachapoyas	y		i	y			taylor1979
664		i - -	1362	IMPERATIVE	Chimborazo	y		i	y			beukema1975
744		i - -	1362	IMPERATIVE	Cuzco	y		i	y			cusihuaman1976
838		i	1362	IMPERATIVE	Ferrenafe	y		i	y			taylor1982
942		i	1362	IMPERATIVE	Huallaga	y		i	y			weber1996
1040		i	1362	IMPERATIVE	Huanca	y		i	y			cerron1976
1146		i - -	1362	IMPERATIVE	Huangascar	y		i	y			shimelman2017
1313		i - -	1362	IMPERATIVE	Inga	y		i	y, ychi			tandioy1978
1380		i	1362	IMPERATIVE	Laraos	y		i	y			taylor1990
1464		i - -	1362	IMPERATIVE	Lincha-Tana	y		i	y			shimelman2017
1558		i	1362	IMPERATIVE	Pacaraos	y		i	y			adelaar1987
1631		i - -	1362	IMPERATIVE	Pastaza	y		i	y			landerman1973
1698		i - -	1362	IMPERATIVE	SanMartin	y		i	y			coombs1976
1790		i	1362	IMPERATIVE	SanPedro	y		i	y			shimelman2017
1902		i - -	1362	IMPERATIVE	Santiagueno	y		i	y			juanatey2020
1986		i - -	1362	IMPERATIVE	Tarma	y		i	y			adelaar1977
2234		i	1362	IMPERATIVE	HuarazHuailas	y		i				parker1976
2281		i	1362	IMPERATIVE	Apurimac	y		i	chun, chunku, y, ychis			camacho2006
#
66		ɾ i	1397	INCEPTIVE	Apuri	ri		ɾ i	ri			shimelman2017
182		r i	1397	INCEPTIVE	Apurimac	ri		r i	ri			camacho2006
280		ɾ i	1397	INCEPTIVE	Ayacucho	ri		ɾ i	ri			parker1969
359		ɾ i	1397	INCEPTIVE	Azuay	ri		ɾ i	ri			cordero1955
452		ɾ i	1397	INCEPTIVE	Cacra-Hongos	ri		ɾ i	ri			shimelman2017
