ID	ID	ALIGNMENT	COGIDS	CONCEPT	DOCULECT	FORM	SPANISH	TOKENS	VALUE	BORROWING	NOTE	SOURCE
644		p i ʃ	639	ADDITIVE	Chimborazo	piš		p i ʃ	piš			beukema1975
645		k	674	AGENTIVE	Chimborazo	k		k	k			beukema1975
646		p a k -	720	BENEFACTIVE	Chimborazo	pak		p a k	pak			beukema1975
647		tʃ i	766	CAUSATIVE	Chimborazo	ci		tʃ i	ci			beukema1975
649		m u	800	CISLOCATIVE	Chimborazo	mu		m u	mu			beukema1975
650		j a ʒ i	826	COMPARATIVE	Chimborazo	yaži		j a ʒ i	yaži			beukema1975
651		m a n	853	CONDITIONAL	Chimborazo	man		m a n	man			beukema1975
652		m a r i	873	CONFIRMED OPINION	Chimborazo	mari		m a r i	mari		No hay ejemplos	beukema1975
653		r a k -	877	CONTINUATIVE	Chimborazo	rak		r a k	rak			beukema1975
654		t a k	905	CONTRASTIVE	Chimborazo	tak		t a k	tak			beukema1975
655		m a n	911	DATIVE/ILATIVE	Chimborazo	man		m a n	man			beukema1975
656		tʃ ai	1036	DISTAL DEMONSTRATIVE	Chimborazo	cay		tʃ ai	cay			beukema1975
657		- - k - - u	17	PROGRESSIVE	Chimborazo	ku		k u	ku			beukema1975
658		a r i	1095	EMPHATIC	Chimborazo	ari		a r i	ari			beukema1975
659		tʃ a r i	19	EVIDENTIAL CONJECTURAL	Chimborazo	cari		tʃ a r i	cari		'Unconfirmed opinion'. Fusion of cu + ri. bacuk + cari, lamb + Unc, 'it must be the lamb'.	beukema1975
660		m i	1157	EVIDENTIAL DIRECT	Chimborazo	mi		m i	mi			beukema1975
661		ʃ - i	1198	EVIDENTIAL REPORTATIVE	Chimborazo	ši		ʃ i	ši			beukema1975
662		p a k	1315	GENITIVE	Chimborazo	pak		p a k	pak			beukema1975
663		p a	1356	HONORIFIC	Chimborazo	pa		p a	pa			beukema1975
664		i - -	1362	IMPERATIVE	Chimborazo	y		i	y			beukema1975
665		r i	1397	MIDDLE VOICE	Chimborazo	ri		r i	ri			beukema1975
666		j a -	1419	INCHOATIVE	Chimborazo	ya		j a	ya			beukema1975
667		i	1362	INFINITIVE	Chimborazo	y		i	y			beukema1975
668		w a n	1507	INSTRUMENTAL-COMITATIVE	Chimborazo	wan		w a n	wan			beukema1975
669		w a n	1507	INSTRUMENTAL-COMITATIVE	Chimborazo	wan		w a n	wan			beukema1975
670		k a m a -	1578	LIMITATIVE	Chimborazo	kama		k a m a	kama			beukema1975
671		p i	1603	LOCATIVE	Chimborazo	pi		p i	pi			beukema1975
672		s a p a	1656	MULTIPLE POSSESSIVE	Chimborazo	sapa		s a p a	sapa			beukema1975
673		tʃ u	1682	NEGATION	Chimborazo	cu		tʃ u	cu			beukema1975
674		n - a	1711	NOMINALIZER NA	Chimborazo	na		n a	na		Concretizador	beukema1975
675		r k a	1770	PAST TENSE	Chimborazo	rka		r k a	rka			beukema1975
676		ʃ k a	1800	PERFECT	Chimborazo	ška		ʃ k a	ška			beukema1975
677		ʃ k a	1800	PERFECTIVIZER	Chimborazo	ška		ʃ k a	ška			beukema1975
678		k u n a	1855	PLURAL	Chimborazo	kuna		k u n a	kuna			beukema1975
679		a m a	1918	PROHIBITIVE	Chimborazo	ama		a m a	ama			beukema1975
680		k ai	1927	PROXIMAL DEMONSTRATIVE	Chimborazo	kay		k ai	kay			beukema1975
682		n a k u	1976	RECIPROCAL	Chimborazo	naku		n a k u	naku			beukema1975
683		n t a -	2009	NOMINAL REPETITIVE	Chimborazo	nta		n t a	nta			beukema1975
684		ʃ p a - - -	2113	SUBORDINATOR IDSUB	Chimborazo	špa		ʃ p a	špa, ngapak		/-ngapak/ ‘Consequential – equivalent subject’	beukema1975
685		n g a p a k	1939	SUBORDINATOR	Chimborazo	ngapak		n g a p a k	špa, ngapak		/-ngapak/ ‘Consequential – equivalent subject’	beukema1975
686		k p i	26	SUBORDINATOR DIFFSUB	Chimborazo	kpi		k p i	kpi, cun			beukema1975
687		- tʃ u n	22	SUBORDINATOR CONSEQUENCE	Chimborazo	cun		tʃ u n	kpi, cun		/-cun/ ‘Consequential – different subject’	beukema1975
688		k a	2178	TOPIC	Chimborazo	ka		k a	ka			beukema1975
689		r a	11	UNINTERRUPTED ACTION	Chimborazo	ra		r a	ra			beukema1975
690		ɲ a	1019	DISCONTINUATIVE	Chimborazo	ña		ɲ a	ña			beukema1975
691		w a	3	1 OBJECT	Cuzco	wa		w a	wa			cusihuaman1976
692		j - k i	24	1S SUBJECT 2S OBJECT	Cuzco	yki		j k i	yki			cusihuaman1976
693		tʃ + w a n	111 3	1PL VERBAL CONDITIONAL	Cuzco	chwan		tʃ + w a n	man			cusihuaman1976
694		t a n t a + j	155 156	1S POSSESSOR	Cuzco	tanta-y		t a n t a + j	tanta-y			cusihuaman1976
695		k a + n i	234 235	1S VERBAL	Cuzco	ka-ni		k a + n i	ka-ni			cusihuaman1976
696		s - a q	280	1S VERBAL FUTURE	Cuzco	saq		s a q	saq			cusihuaman1976
697		w a q	325	2S CONDITIONAL	Cuzco	waq		w a q	waq			cusihuaman1976
699		w a + n k i	3 370	2S SUBJECT 1S OBJECT	Cuzco	wanki		w a + n k i	wanki			cusihuaman1976
700		n - k i	370	2S VERBAL	Cuzco	nki		n k i	nki			cusihuaman1976
701		w a + n tʃ i s	3 486	3S SUBJECT 1PL OBJECT	Cuzco	wanchis		w a + n tʃ i s	wanchis			cusihuaman1976
702		w a + n	3 546	3S SUBJECT 1S OBJECT	Cuzco	wan		w a + n	wan			cusihuaman1976
703		s u n k i tʃ i s	526	3S SUBJECT 2PL OBJECT	Cuzco	sunkichis		s u n k i tʃ i s	sunkichis			cusihuaman1976
704		s u + n k i	337 528	3S SUBJECT 2S OBJECT	Cuzco	su		s u + n k i	su			cusihuaman1976
705		n	546	3S VERBAL	Cuzco	n		n	n			cusihuaman1976
706		m a n t a	571	ABLATIVE	Cuzco	manta		m a n t a	manta			cusihuaman1976
707		j s i	598	ACCOMPANIMENT	Cuzco	ysi		j s i	ysi			cusihuaman1976
708		- t a	614	ACCUSATIVE	Cuzco	ta		t a	ta			cusihuaman1976
709		p i s	639	ADDITIVE	Cuzco	pis		p i s	pis, pas			cusihuaman1976
710		p a s	639	ADDITIVE	Cuzco	pas		p a s	pis, pas			cusihuaman1976
711		q e	668	ADDOPTIVE	Cuzco	qe		q e	qe			cusihuaman1976
712		q	674	AGENTIVE	Cuzco	q		q	q			cusihuaman1976
713		n e q	702	APPROXIMATIVE	Cuzco	neq		n e q	neq			cusihuaman1976
714		ʎ i	718	AUTOTRANSFORMATIVE	Cuzco	lli		ʎ i	lli			cusihuaman1976
715		p a q -	720	BENEFACTIVE	Cuzco	paq		p a q	paq			cusihuaman1976
716		p u n i	787	ASSERTIVE	Cuzco	puni		p u n i	puni			cusihuaman1976
717		t i	797	CHARACTERISTIC	Cuzco	ti		t i	ti, li			cusihuaman1976
718		l i	798	CHARACTERISTIC	Cuzco	li		l i	ti, li			cusihuaman1976
719		m u	800	CISLOCATIVE	Cuzco	mu		m u	mu			cusihuaman1976
720		n i ɾ a j	827	SIMILITUDE	Cuzco	niray		n i ɾ a j	niray, niraq			cusihuaman1976
721		n i ɾ a q	827	SIMILITUDE	Cuzco	niraq		n i ɾ a q	niray, niraq			cusihuaman1976
722		ɾ a j a	8	UNINTERRUPTED ACTION	Cuzco	raya		ɾ a j a	raya			cusihuaman1976
723		m a n	911	DATIVE/ILATIVE	Cuzco	man		m a n	man			cusihuaman1976
724		p a s a	937	DESESPERATIVE	Cuzco	pasa		p a s a	pasa			cusihuaman1976
725		n a j a	939	DESIDERATIVE	Cuzco	naya		n a j a	naya			cusihuaman1976
726		- - tʃ a -	976	DIMINUTIVE	Cuzco	cha		tʃ a	cha			cusihuaman1976
727		ɲ a	1019	DISCONTINUATIVE	Cuzco	ña		ɲ a	ña			cusihuaman1976
728		n k a	1054	DISTRIBUTIVE	Cuzco	nka		n k a	nka			cusihuaman1976
729		s u n a	1058	DUBITATIVE	Cuzco	suna		s u n a	suna, sina			cusihuaman1976
730		s i n a	1058	DUBITATIVE	Cuzco	sina		s i n a	suna, sina			cusihuaman1976
731		- - ʃ - - a	1062	PROGRESSIVE	Cuzco	sha		ʃ a	sha			cusihuaman1976
732		j a	20	INTENSIFIER	Cuzco	ya		j a	ya			cusihuaman1976
733		tʃ a - -	18	EVIDENTIAL CONJECTURAL	Cuzco	cha		tʃ a	cha			cusihuaman1976
734		m i	1157	EVIDENTIAL DIRECT	Cuzco	mi		m i	mi			cusihuaman1976
735		s - i	1198	EVIDENTIAL REPORTATIVE	Cuzco	si		s i	si, s			cusihuaman1976
736		s - -	1198	EVIDENTIAL REPORTATIVE	Cuzco	s		s	si, s			cusihuaman1976
737		t i j a	32	SIMULATIVE	Cuzco	tiya		t i j a	tiya			cusihuaman1976
738		tʃ a -	1272	FACTIVE	Cuzco	cha		tʃ a	cha			cusihuaman1976
739		p a j a -	7	REPETITIVE	Cuzco	paya		p a j a	paya			cusihuaman1976
741		q	1315	GENITIVE	Cuzco	q		q	q; pa		phon. variation of pa	cusihuaman1976
742		p a -	1315	GENITIVE	Cuzco	pa		p a	q; pa			cusihuaman1976
744		i - -	1362	IMPERATIVE	Cuzco	y		i	y			cusihuaman1976
746		ɾ i	1397	INCEPTIVE	Cuzco	ri		ɾ i	ri			cusihuaman1976
747		j a -	1419	INCHOATIVE	Cuzco	ya		j a	ya			cusihuaman1976
748		n - - t i -	1443	INCLUSIVE	Cuzco	nti		n t i	nti, sti			cusihuaman1976
750		i	1362	INFINITIVE	Cuzco	y		i	y			cusihuaman1976
751		tʃ u - - -	1486	INJUNCTIVE	Cuzco	chu		tʃ u	chu			cusihuaman1976
752		w a n	1507	INSTRUMENTAL-COMITATIVE	Cuzco	wan		w a n	wan			cusihuaman1976
754		j p a ɾ i	1547	INTENTIONAL	Cuzco	ypari		j p a ɾ i	ypari		rpari	cusihuaman1976
755		p i	1603	LOCATIVE	Cuzco	pi		p i	pi			cusihuaman1976
756		k u	1637	MIDDLE VOICE	Cuzco	ku		k u	ku			cusihuaman1976
757		s a p a	1656	MULTIPLE POSSESSIVE	Cuzco	sapa		s a p a	sapa			cusihuaman1976
758		tʃ u	1682	NEGATION	Cuzco	chu		tʃ u	chu			cusihuaman1976
759		n a	1741	OBLIGATIVE	Cuzco	na		n a	na			cusihuaman1976
760		i ɾ u	1743	OCCUPATIONAL	Cuzco	iru		i ɾ u	iru, ira			cusihuaman1976
761		i ɾ a	1743	OCCUPATIONAL	Cuzco	ira		i ɾ a	iru, ira			cusihuaman1976
763		s q a	1800	PERFECTIVIZER	Cuzco	sqa		s q a	sqa			cusihuaman1976
764		m p a	1885	POSITIONAL	Cuzco	mpa		m p a	mpa			cusihuaman1976
765		- - j o q	1887	POSSESSIVE	Cuzco	yoq		j o q	yoq			cusihuaman1976
766		tʃ i	766	CAUSATIVE	Cuzco	chi		tʃ i	chi			cusihuaman1976
767		ɾ ai k u	1948	REASON	Cuzco	rayku		ɾ ai k u	rayku			cusihuaman1976
768		n a - -	1976	RECIPROCAL	Cuzco	na		n a	na			cusihuaman1976
769		n	2004	RELATIVE	Cuzco	n		n	n			cusihuaman1976
770		j m a n a	2006	REMEMORATIVE	Cuzco	ymana		j m a n a	ymana			cusihuaman1976
771		p a - -	2008	REPETITIVE	Cuzco	pa		p a	pa			cusihuaman1976
772		s q a	2021	REPORTATIVE PAST TENSE	Cuzco	sqa		s q a	sqa			cusihuaman1976
773		ɾ i	1095	EMPHATIC	Cuzco	ri		ɾ i	ri			cusihuaman1976
774		ʎ - a	2039	RESTRICTIVE	Cuzco	lla		ʎ a	lla			cusihuaman1976
777		t a q	2063	SEQUENTIAL	Cuzco	taq		t a q	taq			cusihuaman1976
778		k a tʃ a	1295	FREQUENTIVE	Cuzco	kacha		k a tʃ a	kacha			cusihuaman1976
779		q a	2178	TOPIC	Cuzco	qa		q a	qa			cusihuaman1976
780		p u	2201	VERBAL BENEFACTIVE	Cuzco	pu		p u	pu			cusihuaman1976
781		ɾ - u	2234	URGENT	Cuzco	ru		ɾ u	ru			cusihuaman1976
782		m a	4	1 OBJECT	Ferrenafe	ma		m a	ma			taylor1982
783		j - k i	24	1S SUBJECT 2S OBJECT	Ferrenafe	yki		j k i	yki			taylor1982
784		ɾ a j	45	1 SUBJECT 2 OBJECT PRETERIT	Ferrenafe	ray		ɾ a j	ray			taylor1982
785		ʃ u + ɾ a j	111 45	1 SUBJECT 2 OBJECT PRETERIT	Ferrenafe	shuray		ʃ u + ɾ a j	shuray			taylor1982
786		n tʃ i k	58	1PL POSSESSOR	Ferrenafe	nchik		n tʃ i k	nchik			taylor1982
787		- - n tʃ i k	58	1PL VERBAL	Ferrenafe	nchik		n tʃ i k	nchik			taylor1982
788		ç u n	111	1PL VERBAL FUTURE	Ferrenafe	shun		ç u n	shun			taylor1982
789		t a n t a + j	155 156	1S POSSESSOR	Ferrenafe	tanta-y		t a n t a + j	tanta-y			taylor1982
790		ʃ u + n i	111 235	1S SUBJECT 2S OBJECT	Ferrenafe	shuni		ʃ u + n i	shuni			taylor1982
791		ʃ a + j k i	210 24	1S SUBJECT 2S OBJECT FUTURE	Ferrenafe	shayki		ʃ a + j k i	shayki, shushaq			taylor1982
792		ʃ u + ʃ a q	111 280	1S SUBJECT 2S OBJECT FUTURE	Ferrenafe	shushaq		ʃ u + ʃ a q	shayki, shushaq			taylor1982
793		k a + n i	234 235	1S VERBAL	Ferrenafe	ka-ni		k a + n i	ka-ni			taylor1982
794		ç a q	280	1S VERBAL FUTURE	Ferrenafe	shaq		ç a q	shaq			taylor1982
795		m a + ɾ ai k i	4 308	2 SUBJECT 1 OBJECT PRETERIT	Ferrenafe	marayki		m a + ɾ ai k i	marayki			taylor1982
796		ɾ ai k i	308	2 SUBJECT 3 OBJECT PRETERIT	Ferrenafe	rayki		ɾ ai k i	rayki			taylor1982
797		ç u	337	2S OBJECT	Ferrenafe	shu		ç u	shu			taylor1982
798		i k i	348	2S POSSESSOR	Ferrenafe	yki		i k i	yki			taylor1982
799		m a + n k i	4 370	2S SUBJECT 1S OBJECT	Ferrenafe	manki		m a + n k i	manki			taylor1982
800		n - k i	370	2S VERBAL	Ferrenafe	nki		n k i	nki			taylor1982
801		m a + ç a	4 414	3 SUBJECT 1 OBJECT CONCL. PAST	Ferrenafe	masha		m a + ç a	masha			taylor1982
802		m a + ɾ a n	4 420	3 SUBJECT 1 OBJECT PRETERIT	Ferrenafe	maran		m a + ɾ a n	maran			taylor1982
803		ç u + ç a	205 418	3 SUBJECT 2 OBJECT CONCL. PAST	Ferrenafe	shusha		ç u + ç a	shusha			taylor1982
804		ç u + ɾ a n	205 420	3 SUBJECT 2 OBJECT PRETERIT	Ferrenafe	shuran		ç u + ɾ a n	shuran			taylor1982
805		ɾ a n	420	3 SUBJECT 3 OBJECT PRETERIT	Ferrenafe	ran		ɾ a n	ran			taylor1982
808		- g a	446	3S FUTURE	Ferrenafe	nqa		g a	nqa			taylor1982
809		n	466	3S POSSESSOR	Ferrenafe	n		n	n			taylor1982
810		m a + n tʃ i k	4 486	3S SUBJECT 1PL OBJECT	Ferrenafe	manchik		m a + n tʃ i k	manchik			taylor1982
811		m a + n	4 546	3S SUBJECT 1S OBJECT	Ferrenafe	man		m a + n	man			taylor1982
812		ç u + n	337 528	3S SUBJECT 2S OBJECT	Ferrenafe	shun		ç u + n	shun			taylor1982
813		n	546	3S VERBAL	Ferrenafe	n		n	n			taylor1982
815		m a n t a	571	ABLATIVE	Ferrenafe	manta		m a n t a	manta			taylor1982
816		- t a	614	ACCUSATIVE	Ferrenafe	ta		t a	ta			taylor1982
817		p i s	639	ADDITIVE	Ferrenafe	pis		p i s	pis			taylor1982
818		q	674	AGENTIVE	Ferrenafe	q		q	q			taylor1982
819		p a q -	720	BENEFACTIVE	Ferrenafe	paq		p a q	paq			taylor1982
820		t a - q	754	INTERROGATION	Ferrenafe	taq		t a q	taq		tematizador de formas interrogativas	taylor1982
821		tʃ i	766	CAUSATIVE	Ferrenafe	chi		tʃ i	chi			taylor1982
822		m u	800	CISLOCATIVE	Ferrenafe	mu		m u	mu			taylor1982
823		- - n o -	9	COMPARATIVE	Ferrenafe	no		n o	no, yupaq			taylor1982
824		j u p a q	828	LOOK-LIKE	Ferrenafe	yupaq		j u p a q	no, yupaq			taylor1982
825		s k i	875	CONTEMPORARY	Ferrenafe	ski		s k i	ski		simultaneo?	taylor1982
826		ɾ a q -	877	CONTINUATIVE	Ferrenafe	raq		ɾ a q	raq			taylor1982
827		m a n	911	DATIVE/ILATIVE	Ferrenafe	man		m a n	man		alativo	taylor1982
828		i t - u -	14	DIMINUTIVE	Ferrenafe	itU		i t u	itU	esp		taylor1982
829		- j k u	1007	DIRECTIONAL INSIDE	Ferrenafe	yku		j k u	yku			taylor1982
830		ɾ q u	1014	DIRECTIONAL OUTSIDE	Ferrenafe	rqu		ɾ q u	rqu			taylor1982
831		ɾ p u	1000	DIRECTIONAL DOWN	Ferrenafe	rpu		ɾ p u	rpu			taylor1982
832		ɾ k u	993	DIRECTIONAL UP	Ferrenafe	rku		ɾ k u	rku			taylor1982
833		- j - - - a	16	PROGRESSIVE	Ferrenafe	ya		j a	ya			taylor1982
834		- ɾ i	1095	EMPHATIC	Ferrenafe	ri		ɾ i	ri			taylor1982
835		m i	1157	EVIDENTIAL DIRECT	Ferrenafe	mi		m i	mi			taylor1982
836		ç i	1198	EVIDENTIAL REPORTATIVE	Ferrenafe	shi		ç i	shi		citativo	taylor1982
837		p a -	1315	GENITIVE	Ferrenafe	pa		p a	pa			taylor1982
838		i	1362	IMPERATIVE	Ferrenafe	y		i	y			taylor1982
839		i	1362	INFINITIVE	Ferrenafe	y		i	y			taylor1982
840		tʃ u n - -	1486	INJUNCTIVE	Ferrenafe	chun		tʃ u n	chun			taylor1982
841		w a n	1507	INSTRUMENTAL-COMITATIVE	Ferrenafe	wan		w a n	wan			taylor1982
842		k a m a -	1578	LIMITATIVE	Ferrenafe	kama		k a m a	kama			taylor1982
843		p i	1603	LOCATIVE	Ferrenafe	pi		p i	pi			taylor1982
844		k u	1637	MIDDLE VOICE	Ferrenafe	ku		k u	ku		participa de la acción o saca provecho de las consecuencias. ? Benefactivo?	taylor1982
845		n - a	1711	NOMINALIZER NA	Ferrenafe	na		n a	na		Concretizador.	taylor1982
846		k a -	1758	PASSIVE ACCIDENTAL	Ferrenafe	ka		k a	ka			taylor1982
847		ɾ - a	1770	PAST TENSE	Ferrenafe	ra		ɾ a	ra		pasado pretérito	taylor1982
848		ç a	1800	PERFECT	Ferrenafe	sha		ç a	sha			taylor1982
849		k u n a	1855	PLURAL	Ferrenafe	kuna		k u n a	kuna			taylor1982
850		i x u n	1887	POSSESSIVE	Ferrenafe	yxun		i x u n	yxun		posesivo inpersonal. *-yuq, poseedor de o el qu eposee	taylor1982
852		ɾ ai k u	1948	REASON	Ferrenafe	rayku		ɾ ai k u	rayku			taylor1982
853		n a k u	1976	RECIPROCAL	Ferrenafe	naku		n a k u	naku			taylor1982
854		g a - -	2039	RESTRICTIVE	Ferrenafe	ga		g a	ga, la		*/Ĭa/ protoquechua. Depende del contexto para g o l	taylor1982
855		l - a	2039	RESTRICTIVE	Ferrenafe	la		l a	ga, la		*/Ĭa/ protoquechua. Depende del contexto para g o l	taylor1982
856		ɾ	2114	SUBORDINATOR IDSUB	Ferrenafe	r		ɾ	r			taylor1982
857		- t i -	2144	SUBORDINATOR DIFFSUB	Ferrenafe	ti		t i	ti			taylor1982
858		q a	2178	TOPIC	Ferrenafe	qa		q a	qa			taylor1982
859		s a p a	2263	VERBAL PLURAL	Ferrenafe	ghapa		s a p a	ghapa			taylor1982
861		m a	4	1 OBJECT	Huallaga	ma		m a	ma			weber1996
863		n tʃ i	58	1PL POSSESSOR	Huallaga	nči		n tʃ i	nči,ninči, niːkuna		[INCLUSIVA] /-nči(:)/ después de V cortas, el alargamiento se realiza solamente en sílabas abiertas no finales. [EXCLUSIVA] /-:kuna/ después de V .	weber1996
866		- - n tʃ i -	58	1PL VERBAL	Huallaga	nči		n tʃ i	nči			weber1996
867		ʃ + w a n	111 3	1PL VERBAL CONDITIONAL	Huallaga	šwan		ʃ + w a n	šwan			weber1996
868		ʃ - u n - - - -	111	1PL VERBAL FUTURE	Huallaga	šun		ʃ u n	šun		Es posible indicar primera persona plural exclusiva añadiendo /-kuna/ ‘plural’ a /-šaq/ ‘1FUT’, por ejemplo: /aywa-šaq-kuna-paq/ (ir-1FUT-PL-FUT) ‘nosotros (ex.) iremos’.	weber1996
869		t a n t a + ø/a	155 31	1S POSSESSOR	Huallaga	tantaː		t a n t a + ø/a	tantaː		Alargamiento después de V corta	weber1996
870		ʃ a + j k i	210 24	1S SUBJECT 2S OBJECT FUTURE	Huallaga	šayki		ʃ a + j k i	šayki			weber1996
871		k aː + ø/a	234 236	1S VERBAL	Huallaga	kaː		k aː + ø/a	kaː			weber1996
872		ʃ - a q	280	1S VERBAL FUTURE	Huallaga	šaq		ʃ a q	šaq			weber1996
873		n k i + m a n	326 40	2S CONDITIONAL	Huallaga	nkiman		n k i + m a n	nkiman			weber1996
874		ʃ - u	337	2S OBJECT	Huallaga	šu		ʃ u	šu			weber1996
875		j k i	348	2S POSSESSOR	Huallaga	yki		j k i	yki		/-ki/ después de /-i/, /-yki/ después de otras V cortas	weber1996
876		m a + n k i	4 370	2S SUBJECT 1S OBJECT	Huallaga	manki		m a + n k i	manki			weber1996
877		n - k i	370	2S VERBAL	Huallaga	nki		n k i	nki			weber1996
878		n q a	446	3S FUTURE	Huallaga	nqa		n q a	nqa			weber1996
879		n	466	3S POSSESSOR	Huallaga	n		n	n		/-n/ después de V cortas, otherwise -ni is added	weber1996
880		m a + n tʃ i	4 486	3S SUBJECT 1PL OBJECT	Huallaga	manči		m a + n tʃ i	manči			weber1996
882		m a + n	4 546	3S SUBJECT 1S OBJECT	Huallaga	man		m a + n	man			weber1996
883		ʃ u + n k i	337 528	3S SUBJECT 2S OBJECT	Huallaga	šunki		ʃ u + n k i	šunki			weber1996
884		n	546	3S VERBAL	Huallaga	n		n	n			weber1996
885		p i - t a	5	ABLATIVE	Huallaga	pita		p i t a	pita			weber1996
886		- ʃ i	598	ACCOMPANIMENT	Huallaga	ši		ʃ i	ši			weber1996
887		- t a	614	ACCUSATIVE	Huallaga	ta		t a	ta			weber1996
888		p i s	639	ADDITIVE	Huallaga	pis		p i s	pis,si			weber1996
889		s i	640	ADDITIVE	Huallaga	si		s i	pis,si			weber1996
890		q	674	AGENTIVE	Huallaga	q		q	q			weber1996
892		p a q -	720	BENEFACTIVE	Huallaga	paq		p a q	paq			weber1996
896		t a - q	754	INTERROGATION	Huallaga	taq		t a q	taq,raq		Para preguntas Y/N y expresiones negativas. Al emplear /-taq/, el hablante da por sentado que el interlocutor sabe la respuesta. En cambio, con /-raq/, el hablante no presupone que el interlocutor sabe la respuesta a la pregunta.	weber1996
897		ʐ a - q	754	INTERROGATION	Huallaga	raq		ʐ a q	taq,raq		Para preguntas Y/N y expresiones negativas. Al emplear /-taq/, el hablante da por sentado que el interlocutor sabe la respuesta. En cambio, con /-raq/, el hablante no presupone que el interlocutor sabe la respuesta a la pregunta.	weber1996
898		tʃ i	766	CAUSATIVE	Huallaga	či		tʃ i	či			weber1996
899		m u	800	CISLOCATIVE	Huallaga	mu		m u	mu		Con verbos de movimiento, ‘hacia acá’. Con verbos de no movimiento, ‘a una distancia del hablante o del “punto de perspectiva”’.	weber1996
900		m u	800	CISLOCATIVE	Huallaga	mu		m u	mu			weber1996
901		n i r a q	827	SIMILITUDE	Huallaga	niraq		n i r a q	niraq, naw		Glosados como ‘SEMejante’ y ‘SIMilitud’. El SEM se limita a atribuir una característica (por lo general una característica física) a un objeto físico.	weber1996
902		- - n a w	9	COMPARATIVE	Huallaga	naw		n a w	naw			weber1996
903		k aː k u	2271	BODY-PLACEMENT	Huallaga	kaːku		k aː k u	kaːku		/wañu-ka:ku-ša/ (morir-CMPL-3PRF) ‘murió’	weber1996
904		tʃ a k u	851	CONCENTRALLY	Huallaga	čaku		tʃ a k u	čaku		Aparece con verbos cognoscitivos o de percepción y añade al significado del verbo que la acción se realiza con un grado de concentración mayor que el normal. /-yarpa:-čakU/	weber1996
905		m a n	853	CONDITIONAL	Huallaga	man		m a n	man			weber1996
906		ʐ - aː -	11	UNINTERRUPTED ACTION	Huallaga	raː		ʐ aː	raː,rpa			weber1996
907		ʐ p a -	878	UNINTERRUPTED ACTION	Huallaga	rpa		ʐ p a	raː,rpa			weber1996
908		ʐ a q -	877	CONTINUATIVE	Huallaga	raq		ʐ a q	raq,ran		/-ran/ casi no se emplea, por lo general aparece después de un sufijo de tercera persona /-n/	weber1996
909		ʐ - a n	877	CONTINUATIVE	Huallaga	ran		ʐ a n	raq,ran		/-ran/ casi no se emplea, por lo general aparece después de un sufijo de tercera persona /-n/	weber1996
910		m a n	911	DATIVE/ILATIVE	Huallaga	man		m a n	man		Similar al dativo de otras variedades. Wasi-:-man ša-mu-nki! / casa-1P-MET venir-LEJ-2 / ‘¡Ven a mi casa!’	weber1996
911		n aː - -	939	DESIDERATIVE	Huallaga	naː		n aː	naː			weber1996
912		j - k u	1007	DIRECTIONAL INSIDE	Huallaga	yku		j k u	yku			weber1996
913		ʐ q u	1014	DIRECTIONAL OUTSIDE	Huallaga	rqu		ʐ q u	rqu			weber1996
914		ʐ p u	1000	DIRECTIONAL DOWN	Huallaga	rpu		ʐ p u	rpu			weber1996
915		ʐ k u	993	DIRECTIONAL UP	Huallaga	rku		ʐ k u	rku		También ‘en seguida’	weber1996
916		tʃ ai	1036	DISTAL DEMONSTRATIVE	Huallaga	čay		tʃ ai	čay			weber1996
917		t a q ai	1047	DISTAL REMOVED DEMONSTRATIVE	Huallaga	taqay		t a q ai	taqay			weber1996
918		tʃ u r a q	1059	DUBITATIVE	Huallaga	čuraq		tʃ u r a q	čuraq			weber1996
919		i - k - - aː	16	PROGRESSIVE	Huallaga	ykaː		i k aː	ykaː		Glosado como imperfectivo ya que aparece con una variedad más amplia de verbos que la que se esperaría de un progresivo o un continuativo.	weber1996
920		k i k i	1191	EVIDENTIAL MODIFIER (STRONGEST)	Huallaga	kiki		k i k i	kiki, ari			weber1996
921		a r i	1095	EMPHATIC	Huallaga	ari		a r i	kiki, ari			weber1996
922		ʎ a - -	2039	RESTRICTIVE	Huallaga	ʎa		ʎ a	ʎa			weber1996
923		tʃ i - -	18	EVIDENTIAL CONJECTURAL	Huallaga	či		tʃ i	či			weber1996
924		m i	1157	EVIDENTIAL DIRECT	Huallaga	mi		m i	mi			weber1996
925		ʃ - i	1198	EVIDENTIAL REPORTATIVE	Huallaga	ši		ʃ i	ši			weber1996
927		i - k u	1228	EXCEPTIONAL	Huallaga	yku		i k u	yku		Puede indicar que la acción mentada por el verbo al que se afija se realizó con suficiente fuerza para que resultara existosa.	weber1996
930		p u r a	1256	EXCLUSIVE	Huallaga	pura		p u r a	pura			weber1996
931		tʃ a -	1272	FACTIVE	Huallaga	ča		tʃ a	ča		Verbalizador transitivizante. Productividad limitada y semántica impredecible. /hatun-čakU-/ ‘agrandar (por ejemplo, una chacra)’, /maki-čakU-/ ‘robar repetidas veces (robos pequeños)’, /wasi-čakU-/ ‘actuar como dueño de una casa (que pertenece a otro)’	weber1996
934		ʃ a -	1272	FACTIVE	Huallaga	ša		ʃ a	ša			weber1996
935		i k a tʃ aː	1295	FREQUENTIVE	Huallaga	ykačaː		i k a tʃ aː	ykačaː,kača/ča			weber1996
936		- k a tʃ a	1295	FREQUENTIVE	Huallaga	kača		k a tʃ a	ykačaː,kača/ča			weber1996
